,ID_GPS,ISO,Country,Partyname,V14,Group,Group_region,Region,longitude,latitude
56964,572,LTU,Lithuania,Lithuanian List,7.666666667,B,Region2,Europe and Central Asia,23.881275,55.169438
57193,575,LTU,Lithuania,Order and Justice,7.6,B,Region2,Europe and Central Asia,23.881275,55.169438
57246,694,MYS,Malaysia,National Front,4.142857143,,Region1,East Asia and the Pacific,101.975766,4.210484
57248,693,MYS,Malaysia,Malaysian Islamic Party,8.636363636,C,Region1,East Asia and the Pacific,101.975766,4.210484
57299,642,MLI,Mali,Alliance for Democracy in Mali,4,,Region7,Sub-Saharan Africa,-3.996166,17.570692
57322,631,MEX,Mexico,Coalición PRI-PVEM ,4.285714286,,Region3,Latin America and the Caribbean,-102.552784,23.634501
57545,635,MEX,Mexico,Partido Accion Nacional,6.611111111,A,Region3,Latin America and the Caribbean,-102.552784,23.634501
57990,636,MEX,Mexico,Partido de la Revolucion Democrática,2.736842105,,Region3,Latin America and the Caribbean,-102.552784,23.634501
57991,637,MEX,Mexico,Partido del Trabajo,3.666666667,,Region3,Latin America and the Caribbean,-102.552784,23.634501
58228,633,MEX,Mexico,Movimiento Ciudadano,2.5,,Region3,Latin America and the Caribbean,-102.552784,23.634501
58673,640,MEX,Mexico,Partido Nueva Alianza,4.818181818,,Region3,Latin America and the Caribbean,-102.552784,23.634501
58674,634,MEX,Mexico,Movimiento Regeneracion Nacional,2.272727273,,Region3,Latin America and the Caribbean,-102.552784,23.634501
59119,638,MEX,Mexico,Partido Encuentro Social,7.461538462,B,Region3,Latin America and the Caribbean,-102.552784,23.634501
59175,614,MDA,Moldova,Party of Communists,3.666666667,,Region2,Europe and Central Asia,28.369885,47.411631
59178,611,MDA,Moldova,Democratic Party of Moldova,3,,Region2,Europe and Central Asia,28.369885,47.411631
59303,615,MDA,Moldova,Party of Socialists,5,,Region2,Europe and Central Asia,28.369885,47.411631
59307,613,MDA,Moldova,Liberal Party,6.666666667,A,Region2,Europe and Central Asia,28.369885,47.411631
59382,610,MAR,Morocco,Socialist Union of Popular Forces,1.666666667,,Region4,Middle East and North Africa,-7.09262,31.791702
59403,605,MAR,Morocco,Istiqlal Party,8.666666667,C,Region4,Middle East and North Africa,-7.09262,31.791702
59445,607,MAR,Morocco,National Rally of Independents,3,,Region4,Middle East and North Africa,-7.09262,31.791702
59467,608,MAR,Morocco,Party of Progress and Socialism,1.333333333,,Region4,Middle East and North Africa,-7.09262,31.791702
59488,602,MAR,Morocco,Constitutional Union,1,,Region4,Middle East and North Africa,-7.09262,31.791702
59510,606,MAR,Morocco,Justice and Development Party,8.666666667,C,Region4,Middle East and North Africa,-7.09262,31.791702
59532,601,MAR,Morocco,Authenticity and Modernity Party,1.666666667,,Region4,Middle East and North Africa,-7.09262,31.791702
59553,721,NLD,Netherlands,Labour Party,2.5,,Region2,Europe and Central Asia,5.291266,52.132633
59858,718,NLD,Netherlands,Christian Democratic Appeal,4.7,,Region2,Europe and Central Asia,5.291266,52.132633
59859,724,NLD,Netherlands,People's Party for Freedom and Democracy,3.5,,Region2,Europe and Central Asia,5.291266,52.132633
60164,720,NLD,Netherlands,Democrats 66,1.75,,Region2,Europe and Central Asia,5.291266,52.132633
60165,726,NLD,Netherlands,Green Left,1.25,,Region2,Europe and Central Asia,5.291266,52.132633
60471,725,NLD,Netherlands,Socialist Party,3.230769231,,Region2,Europe and Central Asia,5.291266,52.132633
60472,722,NLD,Netherlands,Party for Freedom,5.454545455,,Region2,Europe and Central Asia,5.291266,52.132633
60777,719,NLD,Netherlands,Christian Union Party,5.076923077,,Region2,Europe and Central Asia,5.291266,52.132633
60778,723,NLD,Netherlands,Party for the Animals,1.375,,Region2,Europe and Central Asia,5.291266,52.132633
61083,717,NLD,Netherlands,50PLUS,2,,Region2,Europe and Central Asia,5.291266,52.132633
61093,745,NZL,New Zealand,ACT,3.166666667,,Region1,East Asia and the Pacific,174.885971,-40.900557
61276,746,NZL,New Zealand,Green Party,1.875,,Region1,East Asia and the Pacific,174.885971,-40.900557
61277,748,NZL,New Zealand,Labour Party,2.5,,Region1,East Asia and the Pacific,174.885971,-40.900557
61458,749,NZL,New Zealand,National Party,4,,Region1,East Asia and the Pacific,174.885971,-40.900557
61459,747,NZL,New Zealand,New Zealand First Party,5.2,,Region1,East Asia and the Pacific,174.885971,-40.900557
61555,701,NGA,Nigeria,Action Alliance,1.25,,Region7,Sub-Saharan Africa,8.675277,9.081999
61623,702,NGA,Nigeria,African Democratic Congress,3.25,,Region7,Sub-Saharan Africa,8.675277,9.081999
61632,709,NGA,Nigeria,Peoples Democratic Party,2.25,,Region7,Sub-Saharan Africa,8.675277,9.081999
61703,705,NGA,Nigeria,Alliance For Democracy,1.8,,Region7,Sub-Saharan Africa,8.675277,9.081999
61707,704,NGA,Nigeria,All Progressives Congress,4,,Region7,Sub-Saharan Africa,8.675277,9.081999
61776,708,NGA,Nigeria,National Conscience Party,1.8,,Region7,Sub-Saharan Africa,8.675277,9.081999
61778,731,NOR,Norway,Labour Party,2.444444444,,Region2,Europe and Central Asia,8.468946,60.472024
62105,733,NOR,Norway,Progress Party,2.75,,Region2,Europe and Central Asia,8.468946,60.472024
62106,729,NOR,Norway,Conservative Party,3.111111111,,Region2,Europe and Central Asia,8.468946,60.472024
62433,728,NOR,Norway,Christian Democratic Party,4.8,,Region2,Europe and Central Asia,8.468946,60.472024
62436,735,NOR,Norway,Socialist Left Party,2.222222222,,Region2,Europe and Central Asia,8.468946,60.472024
62763,727,NOR,Norway,Centre Party,2.5,,Region2,Europe and Central Asia,8.468946,60.472024
62764,732,NOR,Norway,Liberal Party,3,,Region2,Europe and Central Asia,8.468946,60.472024
63092,734,NOR,Norway,Red Party,1.777777778,,Region2,Europe and Central Asia,8.468946,60.472024
63095,730,NOR,Norway,Green Party,2.75,,Region2,Europe and Central Asia,8.468946,60.472024
63261,759,PAK,Pakistan,Pakistan People’s Party,1.272727273,,Region6,South Asia,69.345116,30.375321
63387,758,PAK,Pakistan,"Pakistan Muslim League, Nawaz Sharif faction",2.3,,Region6,South Asia,69.345116,30.375321
63513,757,PAK,Pakistan,Pakistan Muslim League-Qaid,4.2,,Region6,South Asia,69.345116,30.375321
63641,750,PAK,Pakistan,Awami National Party,2.416666667,,Region6,South Asia,69.345116,30.375321
63767,754,PAK,Pakistan,Movement for Justice,1.875,,Region6,South Asia,69.345116,30.375321
63893,753,PAK,Pakistan,Independents,4,,Region6,South Asia,69.345116,30.375321
64033,755,PAK,Pakistan,Muttahida Majlis-e-Amal,8,C,Region6,South Asia,69.345116,30.375321
64164,756,PAK,Pakistan,Muttahida Qaumi Movement,2.333333333,,Region6,South Asia,69.345116,30.375321
64296,768,PER,Peru,Popular Action,3.75,,Region3,Latin America and the Caribbean,-75.015152,-9.189967
64480,765,PER,Peru,Alliance for the Progress of Peru,5,,Region3,Latin America and the Caribbean,-75.015152,-9.189967
64641,770,PER,Peru,Popular Force,8.5,C,Region3,Latin America and the Caribbean,-75.015152,-9.189967
64801,767,PER,Peru,Peruvians for Change,3.5,,Region3,Latin America and the Caribbean,-75.015152,-9.189967
64962,766,PER,Peru,Broad Front,2,,Region3,Latin America and the Caribbean,-75.015152,-9.189967
65120,772,PHL,Philippines,Liberal Party,2.666666667,,Region1,East Asia and the Pacific,121.774017,12.879721
65177,773,PHL,Philippines,Nacionalista Party,5,,Region1,East Asia and the Pacific,121.774017,12.879721
65234,774,PHL,Philippines,Nationalist People’s Coalition,5,,Region1,East Asia and the Pacific,121.774017,12.879721
65291,775,PHL,Philippines,Philippine Democratic Party-People's Power,5.428571429,,Region1,East Asia and the Pacific,121.774017,12.879721
65353,776,PHL,Philippines,Struggle of Democratic Filipinos,5,,Region1,East Asia and the Pacific,121.774017,12.879721
65415,771,PHL,Philippines,Independents,4.5,,Region1,East Asia and the Pacific,121.774017,12.879721
65679,791,POL,Poland,Polish Peasant Party,4.428571429,,Region2,Europe and Central Asia,19.145136,51.919438
65695,790,POL,Poland,Law and Justice,8.636363636,C,Region2,Europe and Central Asia,19.145136,51.919438
66090,788,POL,Poland,Civic Platform,2.538461538,,Region2,Europe and Central Asia,19.145136,51.919438
66117,805,ROU,Romania,Democratic Union of Hungarians in Romania,3.583333333,,Region2,Europe and Central Asia,24.96676,45.943161
66225,807,ROU,Romania,Party of Social Democracy of Romania - Social Democratic Party,2.944444444,,Region2,Europe and Central Asia,24.96676,45.943161
66348,806,ROU,Romania,National Liberal Party,3.588235294,,Region2,Europe and Central Asia,24.96676,45.943161
66459,804,ROU,Romania,Alliance of Liberals and Democrats,3.928571429,,Region2,Europe and Central Asia,24.96676,45.943161
66566,808,ROU,Romania,People's Movement Party,4.333333333,,Region2,Europe and Central Asia,24.96676,45.943161
66674,809,ROU,Romania,Save Romania Union,2.823529412,,Region2,Europe and Central Asia,24.96676,45.943161
66784,817,RUS,Russia,The Communist Party of the Russian Federation,7,B,Region2,Europe and Central Asia,105.318756,61.52401
66890,811,RUS,Russia,Liberal Democratic Party of Russia,8.5,C,Region2,Europe and Central Asia,105.318756,61.52401
66997,819,RUS,Russia,Yabloko,3.7,,Region2,Europe and Central Asia,105.318756,61.52401
67117,818,RUS,Russia,United Russia,8.4,C,Region2,Europe and Central Asia,105.318756,61.52401
67224,810,RUS,Russia,A Just Russia,5.857142857,,Region2,Europe and Central Asia,105.318756,61.52401
67333,813,RUS,Russia,Party of People's Freedom,3,,Region2,Europe and Central Asia,105.318756,61.52401
67439,812,RUS,Russia,Party of Growth,4.4,,Region2,Europe and Central Asia,105.318756,61.52401
67545,815,RUS,Russia,Russian Ecological Party,6,A,Region2,Europe and Central Asia,105.318756,61.52401
67652,814,RUS,Russia,Rodina,7.833333333,B,Region2,Europe and Central Asia,105.318756,61.52401
67758,816,RUS,Russia,Russian Party of Pensioners for Justice,8.333333333,C,Region2,Europe and Central Asia,105.318756,61.52401
67867,823,RWA,Rwanda,Rwanda Patriotic Front,0.833333333,,Region7,Sub-Saharan Africa,29.873888,-1.940278
67875,822,RWA,Rwanda,Party Imberakuri,1,,Region7,Sub-Saharan Africa,29.873888,-1.940278
67886,824,RWA,Rwanda,Social Democratic Party,1.833333333,,Region7,Sub-Saharan Africa,29.873888,-1.940278
67896,820,RWA,Rwanda,Democratic Green Party of Rwanda,2,,Region7,Sub-Saharan Africa,29.873888,-1.940278
67904,821,RWA,Rwanda,Liberal Party,1.4,,Region7,Sub-Saharan Africa,29.873888,-1.940278
67932,872,SRB,Serbia,Serbian Progressive Party,5.5,,Region2,Europe and Central Asia,21.005859,44.016521
67983,871,SRB,Serbia,Enough is Enough,2,,Region2,Europe and Central Asia,21.005859,44.016521
68089,831,SGP,Singapore,People's Action Party,3.8,,Region1,East Asia and the Pacific,103.819836,1.352083
68090,838,SGP,Singapore,Workers' Party,3,,Region1,East Asia and the Pacific,103.819836,1.352083
68203,835,SGP,Singapore,Singapore Democratic Party,2.818181818,,Region1,East Asia and the Pacific,103.819836,1.352083
68208,890,SVK,Slovakia,Slovak National Party,7.6,B,Region2,Europe and Central Asia,19.699024,48.669026
68357,889,SVK,Slovakia,People's Party - Our Slovakia,8.166666667,C,Region2,Europe and Central Asia,19.699024,48.669026
68485,884,SVK,Slovakia,Bridge,3,,Region2,Europe and Central Asia,19.699024,48.669026
68613,888,SVK,Slovakia,Ordinary People and Independent Personalities,5.5,,Region2,Europe and Central Asia,19.699024,48.669026
68741,887,SVK,Slovakia,Network,6,A,Region2,Europe and Central Asia,19.699024,48.669026
68869,886,SVK,Slovakia,Freedom and Solidarity,2.666666667,,Region2,Europe and Central Asia,19.699024,48.669026
68997,891,SVK,Slovakia,We are Family,7,B,Region2,Europe and Central Asia,19.699024,48.669026
69125,885,SVK,Slovakia,Direction Social Democracy,7.666666667,B,Region2,Europe and Central Asia,19.699024,48.669026
69395,893,SVN,Slovenia,Democratic Party of Pensioners of Slovenia,3.5,,Region2,Europe and Central Asia,14.995463,46.151241
69398,899,SVN,Slovenia,Slovenian National Party,7.125,B,Region2,Europe and Central Asia,14.995463,46.151241
69683,898,SVN,Slovenia,Slovenian Democratic Party,6.714285714,A,Region2,Europe and Central Asia,14.995463,46.151241
69685,900,SVN,Slovenia,Social Democrats,1.857142857,,Region2,Europe and Central Asia,14.995463,46.151241
69975,896,SVN,Slovenia,New Slovenia - Christian Democrats,5.375,,Region2,Europe and Central Asia,14.995463,46.151241
69979,897,SVN,Slovenia,Party of Modern Center,2.583333333,,Region2,Europe and Central Asia,14.995463,46.151241
70264,894,SVN,Slovenia,Left,0.928571429,,Region2,Europe and Central Asia,14.995463,46.151241
70265,892,SVN,Slovenia,Alliance of Alenka BratuÅ¡ek,2,,Region2,Europe and Central Asia,14.995463,46.151241
70409,1033,ZAF,South Africa,African Christian Democratic Party,4.727272727,,Region7,Sub-Saharan Africa,22.937506,-30.559482
70462,1035,ZAF,South Africa,African National Congress,2.333333333,,Region7,Sub-Saharan Africa,22.937506,-30.559482
70517,1037,ZAF,South Africa,Democratic Alliance,2.466666667,,Region7,Sub-Saharan Africa,22.937506,-30.559482
70570,1039,ZAF,South Africa,Freedom Front Plus,4,,Region7,Sub-Saharan Africa,22.937506,-30.559482
70623,1040,ZAF,South Africa,Inkatha Freedom Party,4.090909091,,Region7,Sub-Saharan Africa,22.937506,-30.559482
70679,1042,ZAF,South Africa,United Democratic Movement,2.125,,Region7,Sub-Saharan Africa,22.937506,-30.559482
70748,1038,ZAF,South Africa,Economic Freedom Fighters,1.8,,Region7,Sub-Saharan Africa,22.937506,-30.559482
70801,1036,ZAF,South Africa,Congress of the People,1.714285714,,Region7,Sub-Saharan Africa,22.937506,-30.559482
70855,1051,ZWE,Zimbabwe,Zimbabwe African National Union – Patriotic Front ,3.666666667,,Region7,Sub-Saharan Africa,29.154857,-19.015438
70884,1049,ZWE,Zimbabwe,Movement for Democratic Change,4,,Region7,Sub-Saharan Africa,29.154857,-19.015438
70889,284,ESP,Spain,Spanish Socialist Workers' Party,1.701298701,,Region2,Europe and Central Asia,-3.74922,40.463667
71044,282,ESP,Spain,People's Party,4.261904762,,Region2,Europe and Central Asia,-3.74922,40.463667
71218,283,ESP,Spain,Republican Left of Catalonia,1.969230769,,Region2,Europe and Central Asia,-3.74922,40.463667
71382,286,ESP,Spain,Unidas Podemos,0.987012987,,Region2,Europe and Central Asia,-3.74922,40.463667
71540,281,ESP,Spain,Citizens,3.125,,Region2,Europe and Central Asia,-3.74922,40.463667
71696,280,ESP,Spain,Basque Country Unite,2.545454545,,Region2,Europe and Central Asia,-3.74922,40.463667
71856,901,SWE,Sweden,Center Party,1.954545455,,Region2,Europe and Central Asia,18.643501,60.128161
72062,906,SWE,Sweden,Moderate Party,2.5,,Region2,Europe and Central Asia,18.643501,60.128161
72265,902,SWE,Sweden,Christian Democrats,4.3125,,Region2,Europe and Central Asia,18.643501,60.128161
72468,908,SWE,Sweden,Swedish Social Democratic Party,1.25,,Region2,Europe and Central Asia,18.643501,60.128161
72671,909,SWE,Sweden,The Left Party,1.083333333,,Region2,Europe and Central Asia,18.643501,60.128161
72875,907,SWE,Sweden,Sweden Democrats,6.6,A,Region2,Europe and Central Asia,18.643501,60.128161
73078,903,SWE,Sweden,Feminist Initiative,0.083333333,,Region2,Europe and Central Asia,18.643501,60.128161
73282,145,CHE,Switzerland,The Liberals,2.636363636,,Region2,Europe and Central Asia,8.227512,46.818188
73365,148,CHE,Switzerland,Social Democratic Party,0.75,,Region2,Europe and Central Asia,8.227512,46.818188
73448,142,CHE,Switzerland,Christian Democratic People's Party,3,,Region2,Europe and Central Asia,8.227512,46.818188
73531,150,CHE,Switzerland,Swiss People's Party,8.076923077,C,Region2,Europe and Central Asia,8.227512,46.818188
73614,147,CHE,Switzerland,Green Party of Switzerland,0.5625,,Region2,Europe and Central Asia,8.227512,46.818188
73701,144,CHE,Switzerland,Evangelical People's Party of Switzerland,5.428571429,,Region2,Europe and Central Asia,8.227512,46.818188
73784,149,CHE,Switzerland,Swiss Party of Labour,1.727272727,,Region2,Europe and Central Asia,8.227512,46.818188
73884,151,CHE,Switzerland,Ticino League,7.666666667,B,Region2,Europe and Central Asia,8.227512,46.818188
73968,146,CHE,Switzerland,Green Liberal Party of Switzerland,1.333333333,,Region2,Europe and Central Asia,8.227512,46.818188
74056,143,CHE,Switzerland,Conservative Democratic Party of Switzerland,5.285714286,,Region2,Europe and Central Asia,8.227512,46.818188
74149,904,SWE,Sweden,Green Party ,0.958333333,,Region2,Europe and Central Asia,18.643501,60.128161
74352,932,THA,Thailand,Democrat Party,3.5,,Region1,East Asia and the Pacific,100.992541,15.870032
74467,936,THA,Thailand,Pheu Thai Party,0,,Region1,East Asia and the Pacific,100.992541,15.870032
74579,938,THA,Thailand,Puea Chat Party,2,,Region1,East Asia and the Pacific,100.992541,15.870032
74692,931,THA,Thailand,Charthaipattana Party,4,,Region1,East Asia and the Pacific,100.992541,15.870032
74804,930,THA,Thailand,Bhumjaithai Party,4,,Region1,East Asia and the Pacific,100.992541,15.870032
74921,963,TUN,Tunisia,Nidaa Tounes,3.333333333,,Region4,Middle East and North Africa,9.537499,33.886917
74966,961,TUN,Tunisia,Ennahda Movement,7,B,Region4,Middle East and North Africa,9.537499,33.886917
74967,964,TUN,Tunisia,Popular Front,3.333333333,,Region4,Middle East and North Africa,9.537499,33.886917
75013,960,TUN,Tunisia,Congress for the Republic,4,,Region4,Middle East and North Africa,9.537499,33.886917
75017,959,TUN,Tunisia,Afek Tounes,3.333333333,,Region4,Middle East and North Africa,9.537499,33.886917
75062,962,TUN,Tunisia,Free Patriotic Union,1,,Region4,Middle East and North Africa,9.537499,33.886917
75075,968,TUR,Turkey,Republican People's Party ,1.411764706,,Region2,Europe and Central Asia,35.243322,38.963745
75314,967,TUR,Turkey,People’s Democratic Party,0.529411765,,Region2,Europe and Central Asia,35.243322,38.963745
75315,966,TUR,Turkey,Nationalist Movement Party,8.384615385,C,Region2,Europe and Central Asia,35.243322,38.963745
75552,965,TUR,Turkey,Justice and Development Party,8,C,Region2,Europe and Central Asia,35.243322,38.963745
75598,983,UGA,Uganda,Democratic Party,4.666666667,,Region7,Sub-Saharan Africa,32.290275,1.373333
75600,986,UGA,Uganda,National Resistance Movement,3,,Region7,Sub-Saharan Africa,32.290275,1.373333
75661,987,UGA,Uganda,Uganda People's Congress,4.666666667,,Region7,Sub-Saharan Africa,32.290275,1.373333
75716,600,MAC,North Macedonia,Social Democratic Union coalition,2.2,,Region2,Europe and Central Asia,113.543873,22.198745
75774,276,EGY,Egypt,Party of the Light (Al-Nour),10,E,Region4,Middle East and North Africa,30.802498,26.820553
75872,272,EGY,Egypt,Free Egyptians Party,2,,Region4,Middle East and North Africa,30.802498,26.820553
75981,327,GBR,United Kingdom,Conservative and Unionist Party,5.133333333,,Region2,Europe and Central Asia,-3.435973,55.378051
76542,330,GBR,United Kingdom,Labour Party,2.1875,,Region2,Europe and Central Asia,-3.435973,55.378051
76543,331,GBR,United Kingdom,Liberal Democrats,2.090909091,,Region2,Europe and Central Asia,-3.435973,55.378051
77104,332,GBR,United Kingdom,Plaid Cymru,2.428571429,,Region2,Europe and Central Asia,-3.435973,55.378051
77105,333,GBR,United Kingdom,Scottish National Party,2.181818182,,Region2,Europe and Central Asia,-3.435973,55.378051
77667,329,GBR,United Kingdom,Green Party,1.40625,,Region2,Europe and Central Asia,-3.435973,55.378051
77669,981,TZA,Tanzania,National Convention for Construction and Reform,3.5,,Region7,Sub-Saharan Africa,34.888822,-6.369028
77693,979,TZA,Tanzania,Chama Cha Mapinduzi,6.666666667,A,Region7,Sub-Saharan Africa,34.888822,-6.369028
77716,982,TZA,Tanzania,Party for Democracy and Development ,3.25,,Region7,Sub-Saharan Africa,34.888822,-6.369028
77739,980,TZA,Tanzania,Civic United Front,5.666666667,,Region7,Sub-Saharan Africa,34.888822,-6.369028
77763,1001,USA,United States,Republican Party,7.142857143,B,Region5,North America,-95.712891,37.09024
78494,1000,USA,United States,Democratic Party,1.465116279,,Region5,North America,-95.712891,37.09024
78499,70,BFA,Burkina Faso,Congress for Democracy and Progress,3,,Region7,Sub-Saharan Africa,-1.561593,12.238333
78518,69,BFA,Burkina Faso,Alliance for Democracy,4,,Region7,Sub-Saharan Africa,-1.561593,12.238333
78538,73,BFA,Burkina Faso,Party for Democracy and Socialism,3,,Region7,Sub-Saharan Africa,-1.561593,12.238333
78701,996,URY,Uruguay,Colorado Party,3.625,,Region3,Latin America and the Caribbean,-55.765835,-32.522779
78702,998,URY,Uruguay,National Party,4.333333333,,Region3,Latin America and the Caribbean,-55.765835,-32.522779
79025,995,URY,Uruguay,Broad Front,1,,Region3,Latin America and the Caribbean,-55.765835,-32.522779
79026,997,URY,Uruguay,Independent Party,2.6,,Region3,Latin America and the Caribbean,-55.765835,-32.522779
79208,1024,YEM,Yemen,Al-Islah,9,D,Region4,Middle East and North Africa,48.516388,15.552727
79216,1032,YEM,Yemen,Yemeni Socialist Party,2,,Region4,Middle East and North Africa,48.516388,15.552727
79217,1026,YEM,Yemen,Democratic Nasserist Party,7,B,Region4,Middle East and North Africa,48.516388,15.552727
79224,1030,YEM,Yemen,Nasserist Unionist People's Organization,7,B,Region4,Middle East and North Africa,48.516388,15.552727
79263,1045,ZMB,Zambia,Movement for Multiparty Democracy,3.666666667,,Region7,Sub-Saharan Africa,27.849332,-13.133897
79264,1046,ZMB,Zambia,Patriotic Front,3,,Region7,Sub-Saharan Africa,27.849332,-13.133897
79293,869,SRB,Serbia,Democratic Party,0.25,,Region2,Europe and Central Asia,21.005859,44.016521
79342,870,SRB,Serbia,Democratic Party of Serbia-Dveri,2,,Region2,Europe and Central Asia,21.005859,44.016521
79391,873,SRB,Serbia,Serbian Radical Party,7.666666667,B,Region2,Europe and Central Asia,21.005859,44.016521
79444,874,SRB,Serbia,Socialist Party of Serbia,4.5,,Region2,Europe and Central Asia,21.005859,44.016521
79516,667,MNE,Montenegro,Democratic Party of Socialists,2,,Region2,Europe and Central Asia,19.37439,42.708678
79526,669,MNE,Montenegro,Social Democratic Party,0.666666667,,Region2,Europe and Central Asia,19.37439,42.708678
79540,662,MNE,Montenegro,Albanians Decisively,6.5,A,Region2,Europe and Central Asia,19.37439,42.708678
